what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1316420053511
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420060265
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1316420060816
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1316420060980
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420061118
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1316420061162
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1316420066680
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316420066900
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420069970
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420074476
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420074595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420077433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420082138
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1316420084200
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316420088846
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420108696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420113187
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420125777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420137587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420258603
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1316420258623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420265517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420272554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420276395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420280362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420284770
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420294120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1316420294158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420296028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420300973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1316420301005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420304077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420307690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420313083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420352892
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420356028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420411566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420413180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420420273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420430604
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420440716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420440836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420447363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420455051
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420465351
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420465441
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420475244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420481840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420494239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1316420494292
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420500975
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420503389
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420506718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316420513070
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420515900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420538710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420549821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316420557824
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316420558803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316420561945
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316420589735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316420592512
