what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425818492
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425824179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425845159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425853080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425867027
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.project.buildAutomatically",1316425874923
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425887590
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425887717
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316425894548
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425894882
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425895007
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316425896698
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425897069
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425897192
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316425900859
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425907358
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425907459
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316425911930
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425915034
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1316425915122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425928251
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1316425942634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425942755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425961253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425965947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425969331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425972242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316425974425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316426026453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1316426026497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316426038221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316426064108
